Tsaynam nii, “Katekistam kaa. Shamurquu Waraspitam.”	[['tsay[PRON]+na[Acp]+mi[Asrt]'], ['ni[VTr]+ː[1]'], ['katekista[N]+mi[Asrt]'], ['ka[AUX]+ː[1]'], ['shamu[VTr]+rqu[RecPst]+ː[1]'], ['waras[PROPN]+pita[Abl]+mi[Asrt]']]	[[('Tsay', 'tsay'), ('na', 'na'), ('m', 'mi')], [('ni', 'ni'), ('i', 'ː')], [('Katekista', 'katekista'), ('m', 'mi')], [('ka', 'ka'), ('a', 'ː')], [('Shamu', 'shamu'), ('rqu', 'rqu'), ('u', 'ː')], [('Waras', 'waras'), ('pita', 'pita'), ('m', 'mi')]]	[['Tsay', 'na', 'm'], ['ni', 'i'], ['Katekista', 'm'], ['ka', 'a'], ['Shamu', 'rqu', 'u'], ['Waras', 'pita', 'm']]
Mikurirnam kutirirqaa.	[['miku[VTr]+rI[Pct]+r[Cnv](N)+na[Acp]+mi[Asrt]'], ['kuti[VInt]+rI[Pct]+rqa[Pst]+ː[1]']]	[[('Miku', 'miku'), ('ri', 'rI'), ('r', 'r'), ('na', 'na'), ('m', 'mi')], [('kuti', 'kuti'), ('ri', 'rI'), ('rqa', 'rqa'), ('a', 'ː')]]	[['Miku', 'ri', 'r', 'na', 'm'], ['kuti', 'ri', 'rqa', 'a']]
Kusa quñum punurqaa.	[['kusa[ADV]'], ['quñu[N]+mi[Asrt]'], ['punu[VInt]+rqa[Pst]+ː[1]']]	[[('Kusa', 'kusa')], [('quñu', 'quñu'), ('m', 'mi')], [('punu', 'punu'), ('rqa', 'rqa'), ('a', 'ː')]]	[['Kusa'], ['quñu', 'm'], ['punu', 'rqa', 'a']]
Aywakunki.	[['aywa[VTr]+kU[Refl/Mid]+nki[2]']]	[[('Aywa', 'aywa'), ('ku', 'kU'), ('nki', 'nki')]]	[['Aywa', 'ku', 'nki']]
Las dosi chaariyarqaa.	[['las[DET]'], ['dosi[NUM.Card]'], ['chaa[VTr]+rI[Pct]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('Las', 'las')], [('dosi', 'dosi')], [('chaa', 'chaa'), ('ri', 'rI'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]	[['Las'], ['dosi'], ['chaa', 'ri', 'ya', 'rqa', 'a']]
Tsaymi Warasman chaayaamurqaa las sinku de la tardi.'	[['tsay[PRON]+mi[Asrt]'], ['waras[PROPN]+man[Dat]'], ['chaa[VTr]+yaA[Pl]+mu[Cis]+rqa[Pst]+ː[1]'], ['las[DET]'], ['sinku[NUM.Card]'], ['de[ADP]'], ['la[DET]'], ['tardi[N]']]	[[('Tsay', 'tsay'), ('mi', 'mi')], [('Waras', 'waras'), ('man', 'man')], [('chaa', 'chaa'), ('yaa', 'yaA'), ('mu', 'mu'), ('rqa', 'rqa'), ('a', 'ː')], [('las', 'las')], [('sinku', 'sinku')], [('de', 'de')], [('la', 'la')], [('tardi', 'tardi')]]	[['Tsay', 'mi'], ['Waras', 'man'], ['chaa', 'yaa', 'mu', 'rqa', 'a'], ['las'], ['sinku'], ['de'], ['la'], ['tardi']]
Tsaychawmi almorsayarqaa.	[['tsay[PRON]+chaw[Loc]+mi[Asrt]'], ['almorsa[VInt]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('Tsay', 'tsay'), ('chaw', 'chaw'), ('mi', 'mi')], [('almorsa', 'almorsa'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]	[['Tsay', 'chaw', 'mi'], ['almorsa', 'ya', 'rqa', 'a']]
Aywayan Wanukutash.”	[['aywa[VTr]+yaA[Pl]+n[3]'], ['wanuku[PROPN]+ta[Obj]+shi[Nfh]']]	[[('Aywa', 'aywa'), ('ya', 'yaA'), ('n', 'n')], [('Wanuku', 'wanuku'), ('ta', 'ta'), ('sh', 'shi')]]	[['Aywa', 'ya', 'n'], ['Wanuku', 'ta', 'sh']]
Yamayku kaykaayanki.”	[['yamay[ADV]+ku[Inter]'], ['ka[AUX]+YkaA[Prog]+yaA[Pl]+nki[2]']]	[[('Yamay', 'yamay'), ('ku', 'ku')], [('ka', 'ka'), ('ykaa', 'YkaA'), ('ya', 'yaA'), ('nki', 'nki')]]	[['Yamay', 'ku'], ['ka', 'ykaa', 'ya', 'nki']]
I despwes desayunuta qullaayaamarqan.	[['i[CCONJ]'], ['despwes[ADV]'], ['desayunu[N]+ta[Obj]'], ['qu[VTr]+llaa[Lim]+yaA[Pl]+maA[1.Obj]+rqa[Pst]+n[3]']]	[[('I', 'i')], [('despwes', 'despwes')], [('desayunu', 'desayunu'), ('ta', 'ta')], [('qu', 'qu'), ('llaa', 'llaa'), ('yaa', 'yaA'), ('ma', 'maA'), ('rqa', 'rqa'), ('n', 'n')]]	[['I'], ['despwes'], ['desayunu', 'ta'], ['qu', 'llaa', 'yaa', 'ma', 'rqa', 'n']]
Tsaymi chaayarqaa lamar kuchunkama.	[['tsay[PRON]+mi[Asrt]'], ['chaa[VTr]+yaA[Pl]+rqa[Pst]+ː[1]'], ['lamar[N]'], ['kuchu[N]+n[Poss.3]+kama[Ter]']]	[[('Tsay', 'tsay'), ('mi', 'mi')], [('chaa', 'chaa'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')], [('lamar', 'lamar')], [('kuchu', 'kuchu'), ('n', 'n'), ('kama', 'kama')]]	[['Tsay', 'mi'], ['chaa', 'ya', 'rqa', 'a'], ['lamar'], ['kuchu', 'n', 'kama']]
I tsaychaw deharayaamarqan.	[['i[CCONJ]'], ['tsay[PRON]+chaw[Loc]'], ['deha[VTr]+rI[Pct]+yaA[Pl]+maA[1.Obj]+rqa[Pst]+n[3]']]	[[('I', 'i')], [('tsay', 'tsay'), ('chaw', 'chaw')], [('deha', 'deha'), ('ra', 'rI'), ('yaa', 'yaA'), ('ma', 'maA'), ('rqa', 'rqa'), ('n', 'n')]]	[['I'], ['tsay', 'chaw'], ['deha', 'ra', 'yaa', 'ma', 'rqa', 'n']]
Tapukuriryan aywakuyarqaa.	[['tapu[VTr]+kU[Refl/Mid]+rI[Pct]+r[Cnv](N)+yan[Dist]'], ['aywa[VTr]+kU[Refl/Mid]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('Tapu', 'tapu'), ('ku', 'kU'), ('ri', 'rI'), ('r', 'r'), ('yan', 'yan')], [('aywa', 'aywa'), ('ku', 'kU'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]	[['Tapu', 'ku', 'ri', 'r', 'yan'], ['aywa', 'ku', 'ya', 'rqa', 'a']]
Porfin chaykuyarqaa.	[['porfin[ADV]'], ['chaa[VTr]+yku[Intens]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('Porfin', 'porfin')], [('cha', 'chaa'), ('yku', 'yku'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]	[['Porfin'], ['cha', 'yku', 'ya', 'rqa', 'a']]
Inti kusa kichiriptin, rashta luyaq kaptin, manam rikaytapis pwediyarqaatsu.	[['inti[N]'], ['kusa[ADV]'], ['kichi[V]+rI[Pct]+pti[Cnv](N)+n[Poss.3]'], ['rashta[N]'], ['luyaq[ADJ]'], ['ka[AUX]+pti[Cnv](N)+n[Poss.3]'], ['mana[ADV]+mi[Asrt]'], ['rikaa[VTr]+y[Inf]+ta[Obj]+pis[Coord]'], ['pwedi[VTr]+yaA[Pl]+rqa[Pst]+ː[1]+tsu[Neg]']]	[[('Inti', 'inti')], [('kusa', 'kusa')], [('kichi', 'kichi'), ('ri', 'rI'), ('pti', 'pti'), ('n', 'n')], [('rashta', 'rashta')], [('luyaq', 'luyaq')], [('ka', 'ka'), ('pti', 'pti'), ('n', 'n')], [('mana', 'mana'), ('m', 'mi')], [('rika', 'rikaa'), ('y', 'y'), ('ta', 'ta'), ('pis', 'pis')], [('pwedi', 'pwedi'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː'), ('tsu', 'tsu')]]	[['Inti'], ['kusa'], ['kichi', 'ri', 'pti', 'n'], ['rashta'], ['luyaq'], ['ka', 'pti', 'n'], ['mana', 'm'], ['rika', 'y', 'ta', 'pis'], ['pwedi', 'ya', 'rqa', 'a', 'tsu']]
Tsaypitam pasakuyarqaa tardina.	[['tsay[PRON]+pita[Abl]+mi[Asrt]'], ['pasa[VInt]+kU[Refl/Mid]+yaA[Pl]+rqa[Pst]+ː[1]'], ['tardi[N]+na[Acp]']]	[[('Tsay', 'tsay'), ('pita', 'pita'), ('m', 'mi')], [('pasa', 'pasa'), ('ku', 'kU'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')], [('tardi', 'tardi'), ('na', 'na')]]	[['Tsay', 'pita', 'm'], ['pasa', 'ku', 'ya', 'rqa', 'a'], ['tardi', 'na']]
Tsaypis naanikuna sellama mitu karqan.	[['tsay[PRON]+pis[Coord]'], ['naani[N]+kuna[Pl]'], ['sellama[ADV]'], ['mitu[N]'], ['ka[AUX]+rqa[Pst]+n[3]']]	[[('Tsay', 'tsay'), ('pis', 'pis')], [('naani', 'naani'), ('kuna', 'kuna')], [('sellama', 'sellama')], [('mitu', 'mitu')], [('ka', 'ka'), ('rqa', 'rqa'), ('n', 'n')]]	[['Tsay', 'pis'], ['naani', 'kuna'], ['sellama'], ['mitu'], ['ka', 'rqa', 'n']]
Pulla paqasmi chaayarqaa Wanukuman.	[['pulla[N]'], ['paqas[N]+mi[Asrt]'], ['chaa[VTr]+yaA[Pl]+rqa[Pst]+ː[1]'], ['wanuku[PROPN]+man[Dat]']]	[[('Pulla', 'pulla')], [('paqas', 'paqas'), ('mi', 'mi')], [('chaa', 'chaa'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')], [('Wanuku', 'wanuku'), ('man', 'man')]]	[['Pulla'], ['paqas', 'mi'], ['chaa', 'ya', 'rqa', 'a'], ['Wanuku', 'man']]
Tsaynam aywayarqaa.	[['tsay[PRON]+na[Acp]+mi[Asrt]'], ['aywa[VTr]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('Tsay', 'tsay'), ('na', 'na'), ('m', 'mi')], [('aywa', 'aywa'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]	[['Tsay', 'na', 'm'], ['aywa', 'ya', 'rqa', 'a']]
Porfin chaariyarqaa.	[['porfin[ADV]'], ['chaa[VTr]+rI[Pct]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('Porfin', 'porfin')], [('chaa', 'chaa'), ('ri', 'rI'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]	[['Porfin'], ['chaa', 'ri', 'ya', 'rqa', 'a']]
Tsaychawmi punuyarqaa.	[['tsay[PRON]+chaw[Loc]+mi[Asrt]'], ['punu[VInt]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('Tsay', 'tsay'), ('chaw', 'chaw'), ('mi', 'mi')], [('punu', 'punu'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]	[['Tsay', 'chaw', 'mi'], ['punu', 'ya', 'rqa', 'a']]
I waraarayaamurqaa sabaduman tamyakuykaptin.	[['i[CCONJ]'], ['waraa[VInt]+rI[Pct]+yaA[Pl]+mu[Cis]+rqa[Pst]+ː[1]'], ['sabadu[N]+man[Dat]'], ['tamya[VInt]+kU[Refl/Mid]+YkaA[Prog]+pti[Cnv](N)+n[Poss.3]']]	[[('I', 'i')], [('waraa', 'waraa'), ('ra', 'rI'), ('yaa', 'yaA'), ('mu', 'mu'), ('rqa', 'rqa'), ('a', 'ː')], [('sabadu', 'sabadu'), ('man', 'man')], [('tamya', 'tamya'), ('ku', 'kU'), ('yka', 'YkaA'), ('pti', 'pti'), ('n', 'n')]]	[['I'], ['waraa', 'ra', 'yaa', 'mu', 'rqa', 'a'], ['sabadu', 'man'], ['tamya', 'ku', 'yka', 'pti', 'n']]
Manam relihyon wiyaytapis munayantsu.	[['mana[ADV]+mi[Asrt]'], ['relihyon[N]'], ['wiya[VTr]+y[Inf]+ta[Obj]+pis[Coord]'], ['muna[VTr]+yaA[Pl]+n[3]+tsu[Neg]']]	[[('Mana', 'mana'), ('m', 'mi')], [('relihyon', 'relihyon')], [('wiya', 'wiya'), ('y', 'y'), ('ta', 'ta'), ('pis', 'pis')], [('muna', 'muna'), ('ya', 'yaA'), ('n', 'n'), ('tsu', 'tsu')]]	[['Mana', 'm'], ['relihyon'], ['wiya', 'y', 'ta', 'pis'], ['muna', 'ya', 'n', 'tsu']]
Domingunam hamayarqaa.	[['domingu[N]+na[Acp]+mi[Asrt]'], ['hama[VInt]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('Domingu', 'domingu'), ('na', 'na'), ('m', 'mi')], [('hama', 'hama'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]	[['Domingu', 'na', 'm'], ['hama', 'ya', 'rqa', 'a']]
Tsaypitam pasakuyarqaa.	[['tsay[PRON]+pita[Abl]+mi[Asrt]'], ['pasa[VInt]+kU[Refl/Mid]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('Tsay', 'tsay'), ('pita', 'pita'), ('m', 'mi')], [('pasa', 'pasa'), ('ku', 'kU'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]	[['Tsay', 'pita', 'm'], ['pasa', 'ku', 'ya', 'rqa', 'a']]
Kasi ampiirirqanna.	[['kasi[ADV]'], ['ampiiri[VInt]+rqa[Pst]+n[3]+na[Acp]']]	[[('Kasi', 'kasi')], [('ampiiri', 'ampiiri'), ('rqa', 'rqa'), ('n', 'n'), ('na', 'na')]]	[['Kasi'], ['ampiiri', 'rqa', 'n', 'na']]
Ni maychaw tariyarqaatsu.	[['ni[ADV]'], ['may[PRON]+chaw[Loc]'], ['tari[VTr]+yaA[Pl]+rqa[Pst]+ː[1]+tsu[Neg]']]	[[('Ni', 'ni')], [('may', 'may'), ('chaw', 'chaw')], [('tari', 'tari'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː'), ('tsu', 'tsu')]]	[['Ni'], ['may', 'chaw'], ['tari', 'ya', 'rqa', 'a', 'tsu']]
Tsaymi nuqakunapis llakiyarqaa, kisaachi familyantsikkuna dañakushqa o wanushqa kaykan.	[['tsay[PRON]+mi[Asrt]'], ['nuqakuna[PRON.Prs]+pis[Coord]'], ['llaki[VTr]+yaA[Pl]+rqa[Pst]+ː[1]'], ['kisaa[ADV]+chi[Conjc]'], ['familya[N]+ntsik[Poss.1Pl.Inc]+kuna[Pl]'], ['daña[V]+kU[Refl/Mid]+shqa[Prf](N)'], ['o[CCONJ]'], ['wanu[VInt]+shqa[Prf](N)'], ['ka[AUX]+YkaA[Prog]+n[3]']]	[[('Tsay', 'tsay'), ('mi', 'mi')], [('nuqakuna', 'nuqakuna'), ('pis', 'pis')], [('llaki', 'llaki'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')], [('kisaa', 'kisaa'), ('chi', 'chi')], [('familya', 'familya'), ('ntsik', 'ntsik'), ('kuna', 'kuna')], [('daña', 'daña'), ('ku', 'kU'), ('shqa', 'shqa')], [('o', 'o')], [('wanu', 'wanu'), ('shqa', 'shqa')], [('ka', 'ka'), ('yka', 'YkaA'), ('n', 'n')]]	[['Tsay', 'mi'], ['nuqakuna', 'pis'], ['llaki', 'ya', 'rqa', 'a'], ['kisaa', 'chi'], ['familya', 'ntsik', 'kuna'], ['daña', 'ku', 'shqa'], ['o'], ['wanu', 'shqa'], ['ka', 'yka', 'n']]
Chirapa tamyatam prosesyon tumaykurqan.	[['chirapa[N]'], ['tamya[N]+ta[Obj]+mi[Asrt]'], ['prosesyon[N]'], ['tuma[VTr]+yku[Intens]+rqa[Pst]+n[3]']]	[[('Chirapa', 'chirapa')], [('tamya', 'tamya'), ('ta', 'ta'), ('m', 'mi')], [('prosesyon', 'prosesyon')], [('tuma', 'tuma'), ('yku', 'yku'), ('rqa', 'rqa'), ('n', 'n')]]	[['Chirapa'], ['tamya', 'ta', 'm'], ['prosesyon'], ['tuma', 'yku', 'rqa', 'n']]
Tsaynam nuqakunatapis qayayaamarqan.	[['tsay[PRON]+na[Acp]+mi[Asrt]'], ['nuqakuna[PRON.Prs]+ta[Obj]+pis[Coord]'], ['qaya[VTr]+yaA[Pl]+maA[1.Obj]+rqa[Pst]+n[3]']]	[[('Tsay', 'tsay'), ('na', 'na'), ('m', 'mi')], [('nuqakuna', 'nuqakuna'), ('ta', 'ta'), ('pis', 'pis')], [('qaya', 'qaya'), ('yaa', 'yaA'), ('ma', 'maA'), ('rqa', 'rqa'), ('n', 'n')]]	[['Tsay', 'na', 'm'], ['nuqakuna', 'ta', 'pis'], ['qaya', 'yaa', 'ma', 'rqa', 'n']]
Tsaychaw kimaqmi aaniyaamarqan Wanukuman shayaamunanpaq.	[['tsay[PRON]+chaw[Loc]'], ['kimaq[NUM.Ptv]+mi[Asrt]'], ['aani[VInt]+yaA[Pl]+maA[1.Obj]+rqa[Pst]+n[3]'], ['wanuku[PROPN]+man[Dat]'], ['shaa[VInt]+yaA[Pl]+mu[Cis]+na[Pot](N)+n[Poss.3]+paq[Ben]']]	[[('Tsay', 'tsay'), ('chaw', 'chaw')], [('kimaq', 'kimaq'), ('mi', 'mi')], [('aani', 'aani'), ('yaa', 'yaA'), ('ma', 'maA'), ('rqa', 'rqa'), ('n', 'n')], [('Wanuku', 'wanuku'), ('man', 'man')], [('sha', 'shaa'), ('yaa', 'yaA'), ('mu', 'mu'), ('na', 'na'), ('n', 'n'), ('paq', 'paq')]]	[['Tsay', 'chaw'], ['kimaq', 'mi'], ['aani', 'yaa', 'ma', 'rqa', 'n'], ['Wanuku', 'man'], ['sha', 'yaa', 'mu', 'na', 'n', 'paq']]
Manam karupis kantsu.	[['mana[ADV]+mi[Asrt]'], ['karu[N]+pis[Coord]'], ['ka[AUX]+n[3]+tsu[Neg]']]	[[('Mana', 'mana'), ('m', 'mi')], [('karu', 'karu'), ('pis', 'pis')], [('ka', 'ka'), ('n', 'n'), ('tsu', 'tsu')]]	[['Mana', 'm'], ['karu', 'pis'], ['ka', 'n', 'tsu']]
Pacha nanayllawan wanurillaanaq.	[['pacha[N]'], ['nana[VTr]+y[Inf]+lla[Lim]+wan[Com]'], ['wanu[VInt]+rI[Pct]+llaa[Lim]+naq[Rpst]']]	[[('Pacha', 'pacha')], [('nana', 'nana'), ('y', 'y'), ('lla', 'lla'), ('wan', 'wan')], [('wanu', 'wanu'), ('ri', 'rI'), ('llaa', 'llaa'), ('naq', 'naq')]]	[['Pacha'], ['nana', 'y', 'lla', 'wan'], ['wanu', 'ri', 'llaa', 'naq']]
Pachaa waqaptin, inmedyatamente aywayarqaa merkaduman.	[['pacha[N]+ː[Poss.1Sg]'], ['waqa[VTr]+pti[Cnv](N)+n[Poss.3]'], ['inmedyatamente[ADV]'], ['aywa[VTr]+yaA[Pl]+rqa[Pst]+ː[1]'], ['merkadu[N]+man[Dat]']]	[[('Pacha', 'pacha'), ('a', 'ː')], [('waqa', 'waqa'), ('pti', 'pti'), ('n', 'n')], [('inmedyatamente', 'inmedyatamente')], [('aywa', 'aywa'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')], [('merkadu', 'merkadu'), ('man', 'man')]]	[['Pacha', 'a'], ['waqa', 'pti', 'n'], ['inmedyatamente'], ['aywa', 'ya', 'rqa', 'a'], ['merkadu', 'man']]
Tsaychawmi mikuyarqaa.	[['tsay[PRON]+chaw[Loc]+mi[Asrt]'], ['miku[VTr]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('Tsay', 'tsay'), ('chaw', 'chaw'), ('mi', 'mi')], [('miku', 'miku'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]	[['Tsay', 'chaw', 'mi'], ['miku', 'ya', 'rqa', 'a']]
Tsayllanam las tres karirqan.	[['tsay[PRON]+lla[Lim]+na[Acp]+mi[Asrt]'], ['las[DET]'], ['tres[NUM.Card]'], ['ka[AUX]+rI[Pct]+rqa[Pst]+n[3]']]	[[('Tsay', 'tsay'), ('lla', 'lla'), ('na', 'na'), ('m', 'mi')], [('las', 'las')], [('tres', 'tres')], [('ka', 'ka'), ('ri', 'rI'), ('rqa', 'rqa'), ('n', 'n')]]	[['Tsay', 'lla', 'na', 'm'], ['las'], ['tres'], ['ka', 'ri', 'rqa', 'n']]
Tsaychaw hamakuriykur, aywayarqaa parokyaman.	[['tsay[PRON]+chaw[Loc]'], ['hama[VInt]+kU[Refl/Mid]+rI[Pct]+yku[Intens]+r[Cnv](N)'], ['aywa[VTr]+yaA[Pl]+rqa[Pst]+ː[1]'], ['parokya[N]+man[Dat]']]	[[('Tsay', 'tsay'), ('chaw', 'chaw')], [('hama', 'hama'), ('ku', 'kU'), ('ri', 'rI'), ('yku', 'yku'), ('r', 'r')], [('aywa', 'aywa'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')], [('parokya', 'parokya'), ('man', 'man')]]	[['Tsay', 'chaw'], ['hama', 'ku', 'ri', 'yku', 'r'], ['aywa', 'ya', 'rqa', 'a'], ['parokya', 'man']]
I porfin chaariyarqaa.	[['i[CCONJ]'], ['porfin[ADV]'], ['chaa[VTr]+rI[Pct]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('I', 'i')], [('porfin', 'porfin')], [('chaa', 'chaa'), ('ri', 'rI'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]	[['I'], ['porfin'], ['chaa', 'ri', 'ya', 'rqa', 'a']]
Pasakurnam taririyaa mas nunakunata.	[['pasa[VInt]+kU[Refl/Mid]+r[Cnv](N)+na[Acp]+mi[Asrt]'], ['tari[VTr]+rI[Pct]+yaA[Pl]+ː[1]'], ['mas[ADV]'], ['nuna[N]+kuna[Pl]+ta[Obj]']]	[[('Pasa', 'pasa'), ('ku', 'kU'), ('r', 'r'), ('na', 'na'), ('m', 'mi')], [('tari', 'tari'), ('ri', 'rI'), ('ya', 'yaA'), ('a', 'ː')], [('mas', 'mas')], [('nuna', 'nuna'), ('kuna', 'kuna'), ('ta', 'ta')]]	[['Pasa', 'ku', 'r', 'na', 'm'], ['tari', 'ri', 'ya', 'a'], ['mas'], ['nuna', 'kuna', 'ta']]
Tsaypitanam pasakuyarqaa mas karutana.	[['tsay[PRON]+pita[Abl]+na[Acp]+mi[Asrt]'], ['pasa[VInt]+kU[Refl/Mid]+yaA[Pl]+rqa[Pst]+ː[1]'], ['mas[ADV]'], ['karu[N]+ta[Obj]+na[Acp]']]	[[('Tsay', 'tsay'), ('pita', 'pita'), ('na', 'na'), ('m', 'mi')], [('pasa', 'pasa'), ('ku', 'kU'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')], [('mas', 'mas')], [('karu', 'karu'), ('ta', 'ta'), ('na', 'na')]]	[['Tsay', 'pita', 'na', 'm'], ['pasa', 'ku', 'ya', 'rqa', 'a'], ['mas'], ['karu', 'ta', 'na']]
Tsaychawpis nunakunaqa aaniyaamarqanmi Wanukuta shayaamunanpaq.	[['tsay[PRON]+chaw[Loc]+pis(Pron.Indef)'], ['nuna[N]+kuna[Pl]+qa[Top]'], ['aani[VInt]+yaA[Pl]+maA[1.Obj]+rqa[Pst]+n[3]+mi[Asrt]'], ['wanuku[PROPN]+ta[Obj]'], ['shaa[VInt]+yaA[Pl]+mu[Cis]+na[Pot](N)+n[Poss.3]+paq[Ben]']]	[[('Tsay', 'tsay'), ('chaw', 'chaw'), ('pis', 'pis')], [('nuna', 'nuna'), ('kuna', 'kuna'), ('qa', 'qa')], [('aani', 'aani'), ('yaa', 'yaA'), ('ma', 'maA'), ('rqa', 'rqa'), ('n', 'n'), ('mi', 'mi')], [('Wanuku', 'wanuku'), ('ta', 'ta')], [('sha', 'shaa'), ('yaa', 'yaA'), ('mu', 'mu'), ('na', 'na'), ('n', 'n'), ('paq', 'paq')]]	[['Tsay', 'chaw', 'pis'], ['nuna', 'kuna', 'qa'], ['aani', 'yaa', 'ma', 'rqa', 'n', 'mi'], ['Wanuku', 'ta'], ['sha', 'yaa', 'mu', 'na', 'n', 'paq']]
Qillayllapaq imatapis rurayan.	[['qillay[N]+lla[Lim]+paq[Ben]'], ['ima[PRON]+ta[Obj]+pis(Pron.Indef)'], ['rura[VTr]+yaA[Pl]+n[3]']]	[[('Qillay', 'qillay'), ('lla', 'lla'), ('paq', 'paq')], [('ima', 'ima'), ('ta', 'ta'), ('pis', 'pis')], [('rura', 'rura'), ('ya', 'yaA'), ('n', 'n')]]	[['Qillay', 'lla', 'paq'], ['ima', 'ta'], ['rura', 'ya', 'n']]
Tsaychawmi punuyarqaa.	[['tsay[PRON]+chaw[Loc]+mi[Asrt]'], ['punu[VInt]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('Tsay', 'tsay'), ('chaw', 'chaw'), ('mi', 'mi')], [('punu', 'punu'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]	[['Tsay', 'chaw', 'mi'], ['punu', 'ya', 'rqa', 'a']]
Kushishqam chaskiyaamarqan.	[['kushi[VInt]+shqa[Prf](N)+mi[Asrt]'], ['chaski[VTr]+yaA[Pl]+maA[1.Obj]+rqa[Pst]+n[3]']]	[[('Kushi', 'kushi'), ('shqa', 'shqa'), ('m', 'mi')], [('chaski', 'chaski'), ('yaa', 'yaA'), ('ma', 'maA'), ('rqa', 'rqa'), ('n', 'n')]]	[['Kushi', 'shqa', 'm'], ['chaski', 'yaa', 'ma', 'rqa', 'n']]
Tsaychawqa taririyarqaa.	[['tsay[PRON]+chaw[Loc]+qa[Top]'], ['tari[VTr]+rI[Pct]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('Tsay', 'tsay'), ('chaw', 'chaw'), ('qa', 'qa')], [('tari', 'tari'), ('ri', 'rI'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]	[['Tsay', 'chaw', 'qa'], ['tari', 'ri', 'ya', 'rqa', 'a']]
I porfin tariyarqaa.	[['i[CCONJ]'], ['porfin[ADV]'], ['tari[VTr]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('I', 'i')], [('porfin', 'porfin')], [('tari', 'tari'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]	[['I'], ['porfin'], ['tari', 'ya', 'rqa', 'a']]
Naani pasanallachawmi eskwela.	[['naani[N]'], ['pasa[VInt]+na[Pot](N)+lla[Lim]+chaw[Loc]+mi[Asrt]'], ['eskwela[N]']]	[[('Naani', 'naani')], [('pasa', 'pasa'), ('na', 'na'), ('lla', 'lla'), ('chaw', 'chaw'), ('mi', 'mi')], [('eskwela', 'eskwela')]]	[['Naani'], ['pasa', 'na', 'lla', 'chaw', 'mi'], ['eskwela']]
Tsaychawnam alalaptin quñukushpa, hamakuyarqaa.	[['tsay[PRON]+chaw[Loc]+na[Acp]+mi[Asrt]'], ['alala[VInt]+pti[Cnv](N)+n[Poss.3]'], ['quñu[V]+kU[Refl/Mid]+shpa[Grd]'], ['hama[VInt]+kU[Refl/Mid]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('Tsay', 'tsay'), ('chaw', 'chaw'), ('na', 'na'), ('m', 'mi')], [('alala', 'alala'), ('pti', 'pti'), ('n', 'n')], [('quñu', 'quñu'), ('ku', 'kU'), ('shpa', 'shpa')], [('hama', 'hama'), ('ku', 'kU'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]	[['Tsay', 'chaw', 'na', 'm'], ['alala', 'pti', 'n'], ['quñu', 'ku', 'shpa'], ['hama', 'ku', 'ya', 'rqa', 'a']]
