Inti kusa kichiriptin, rashta luyaq kaptin, manam rikaytapis pwediyarqaatsu.	[['inti[N]'], ['kusa[ADV]'], ['kichi[V]+rI[Pct]+pti[Cnv](N)+n[Poss.3]'], ['rashta[N]'], ['luyaq[ADJ]'], ['ka[AUX]+pti[Cnv](N)+n[Poss.3]'], ['mana[ADV]+mi[Asrt]'], ['rikaa[VTr]+y[Inf]+ta[Obj]+pis[Coord]'], ['pwedi[VTr]+yaA[Pl]+rqa[Pst]+ː[1]+tsu[Neg]']]	[[('Inti', 'inti')], [('kusa', 'kusa')], [('kichi', 'kichi'), ('ri', 'rI'), ('pti', 'pti'), ('n', 'n')], [('rashta', 'rashta')], [('luyaq', 'luyaq')], [('ka', 'ka'), ('pti', 'pti'), ('n', 'n')], [('mana', 'mana'), ('m', 'mi')], [('rika', 'rikaa'), ('rika', 'rikaa'), ('rika', 'rikaa'), ('rika', 'rikaa')], [('pwedi', 'pwedi'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː'), ('tsu', 'tsu')]]
Tsaypitam pasakuyarqaa tardina.	[['tsay[PRON]+pita[Abl]+mi[Asrt]'], ['pasa[VInt]+kU[Refl/Mid]+yaA[Pl]+rqa[Pst]+ː[1]'], ['tardi[N]+na[Acp]']]	[[('Tsay', 'tsay'), ('pita', 'pita'), ('m', 'mi')], [('pasa', 'pasa'), ('ku', 'kU'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')], [('tardi', 'tardi'), ('na', 'na')]]
Tsaypis naanikuna sellama mitu karqan.	[['tsay[PRON]+pis(Pron.Indef)'], ['naani[N]+kuna[Pl]'], ['sellama[ADV]'], ['mitu[N]'], ['ka[AUX]+rqa[Pst]+n[3]']]	[[('Tsay', 'tsay')], [('naani', 'naani'), ('kuna', 'kuna')], [('sellama', 'sellama')], [('mitu', 'mitu')], [('ka', 'ka'), ('rqa', 'rqa'), ('n', 'n')]]
Pulla paqasmi chaayarqaa Wanukuman.	[['pulla[N]'], ['paqas[N]+mi[Asrt]'], ['chaa[VTr]+yaA[Pl]+rqa[Pst]+ː[1]'], ['wanuku[PROPN]+man[Dat]']]	[[('Pulla', 'pulla')], [('paqas', 'paqas'), ('mi', 'mi')], [('cha', 'chaa'), ('cha', 'chaa'), ('cha', 'chaa'), ('cha', 'chaa')], [('Wanuku', 'wanuku'), ('man', 'man')]]
Tsaynam aywayarqaa.	[['tsay[PRON]+na[Acp]+mi[Asrt]'], ['aywa[VTr]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('Tsay', 'tsay'), ('na', 'na'), ('m', 'mi')], [('aywa', 'aywa'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]
Porfin chaariyarqaa.	[['porfin[ADV]'], ['chaa[VTr]+rI[Pct]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('Porfin', 'porfin')], [('chaa', 'chaa'), ('ri', 'rI'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]
Tsaychawmi punuyarqaa.	[['tsay[PRON]+chaw[Loc]+mi[Asrt]'], ['punu[VInt]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('Tsay', 'tsay'), ('chaw', 'chaw'), ('mi', 'mi')], [('punu', 'punu'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]
I waraarayaamurqaa sabaduman tamyakuykaptin.	[['i[CCONJ]'], ['waraa[VInt]+rI[Pct]+yaA[Pl]+mu[Cis]+rqa[Pst]+ː[1]'], ['sabadu[N]+man[Dat]'], ['tamya[VInt]+kU[Refl/Mid]+YkaA[Prog]+pti[Cnv](N)+n[Poss.3]']]	[[('I', 'i')], [('waraa', 'waraa'), ('ra', 'rI'), ('yaa', 'yaA'), ('mu', 'mu'), ('rqa', 'rqa'), ('a', 'ː')], [('sabadu', 'sabadu'), ('man', 'man')], [('tamya', 'tamya'), ('ku', 'kU'), ('yka', 'YkaA'), ('pti', 'pti'), ('n', 'n')]]
Manam relihyon wiyaytapis munayantsu.	[['mana[ADV]+mi[Asrt]'], ['relihyon[N]'], ['wiya[VTr]+y[Inf]+ta[Obj]+pis[Coord]'], ['muna[VTr]+yaA[Pl]+n[3]+tsu[Neg]']]	[[('Mana', 'mana'), ('m', 'mi')], [('relihyon', 'relihyon')], [('wiya', 'wiya'), ('y', 'y'), ('ta', 'ta'), ('pis', 'pis')], [('muna', 'muna'), ('ya', 'yaA'), ('n', 'n'), ('tsu', 'tsu')]]
Domingunam hamayarqaa.	[['domingu[N]+na[Acp]+mi[Asrt]'], ['hama[VInt]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('Domingu', 'domingu'), ('na', 'na'), ('m', 'mi')], [('hama', 'hama'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]
Tsaypitam pasakuyarqaa.	[['tsay[PRON]+pita[Abl]+mi[Asrt]'], ['pasa[VInt]+kU[Refl/Mid]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('Tsay', 'tsay'), ('pita', 'pita'), ('m', 'mi')], [('pasa', 'pasa'), ('ku', 'kU'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]
Kasi ampiirirqanna.	[['kasi[ADV]'], ['ampiiri[VInt]+rqa[Pst]+n[3]+na[Acp]']]	[[('Kasi', 'kasi')], [('ampiiri', 'ampiiri'), ('rqa', 'rqa'), ('n', 'n'), ('na', 'na')]]
Ni maychaw tariyarqaatsu.	[['ni[ADV]'], ['may[PRON]+chaw[Loc]'], ['tari[VTr]+yaA[Pl]+rqa[Pst]+ː[1]+tsu[Neg]']]	[[('Ni', 'ni')], [('may', 'may'), ('chaw', 'chaw')], [('tari', 'tari'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː'), ('tsu', 'tsu')]]
Tsaymi nuqakunapis llakiyarqaa, kisaachi familyantsikkuna dañakushqa o wanushqa kaykan.	[['tsay[PRON]+mi[Asrt]'], ['nuqakuna[PRON.Prs]+pis[Coord]'], ['llaki[VTr]+yaA[Pl]+rqa[Pst]+ː[1]'], ['kisaa[ADV]+chi[Conjc]'], ['familya[N]+ntsik[Poss.1Pl.Inc]+kuna[Pl]'], ['daña[V]+kU[Refl/Mid]+shqa[Prf](N)'], ['o[CCONJ]'], ['wanu[VInt]+shqa[Prf](N)'], ['ka[AUX]+YkaA[Prog]+n[3]']]	[[('Tsay', 'tsay'), ('mi', 'mi')], [('nuqakuna', 'nuqakuna'), ('pis', 'pis')], [('llaki', 'llaki'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')], [('kisaa', 'kisaa'), ('chi', 'chi')], [('familya', 'familya'), ('ntsik', 'ntsik'), ('kuna', 'kuna')], [('daña', 'daña'), ('ku', 'kU'), ('shqa', 'shqa')], [('o', 'o')], [('wanu', 'wanu'), ('shqa', 'shqa')], [('ka', 'ka'), ('yka', 'YkaA'), ('n', 'n')]]
Chirapa tamyatam prosesyon tumaykurqan.	[['chirapa[N]'], ['tamya[N]+ta[Obj]+mi[Asrt]'], ['prosesyon[N]'], ['tuma[VTr]+yku[Intens]+rqa[Pst]+n[3]']]	[[('Chirapa', 'chirapa')], [('tamya', 'tamya'), ('ta', 'ta'), ('m', 'mi')], [('prosesyon', 'prosesyon')], [('tuma', 'tuma'), ('yku', 'yku'), ('rqa', 'rqa'), ('n', 'n')]]
Tsaynam nuqakunatapis qayayaamarqan.	[['tsay[PRON]+na[Acp]+mi[Asrt]'], ['nuqakuna[PRON.Prs]+ta[Obj]+pis[Coord]'], ['qaya[VTr]+yaA[Pl]+maA[1.Obj]+rqa[Pst]+n[3]']]	[[('Tsay', 'tsay'), ('na', 'na'), ('m', 'mi')], [('nuqakuna', 'nuqakuna'), ('ta', 'ta'), ('pis', 'pis')], [('qaya', 'qaya'), ('yaa', 'yaA'), ('ma', 'maA'), ('rqa', 'rqa'), ('n', 'n')]]
Tsaychaw kimaqmi aaniyaamarqan Wanukuman shayaamunanpaq.	[['tsay[PRON]+chaw[Loc]'], ['kimaq[NUM.Ptv]+mi[Asrt]'], ['aani[VInt]+yaA[Pl]+maA[1.Obj]+rqa[Pst]+n[3]'], ['wanuku[PROPN]+man[Dat]'], ['shaa[VInt]+yaA[Pl]+mu[Cis]+na[Pot](N)+n[Poss.3]+paq[Ben]']]	[[('Tsay', 'tsay'), ('chaw', 'chaw')], [('kimaq', 'kimaq'), ('mi', 'mi')], [('aani', 'aani'), ('yaa', 'yaA'), ('ma', 'maA'), ('rqa', 'rqa'), ('n', 'n')], [('Wanuku', 'wanuku'), ('man', 'man')], [('sha', 'shaa'), ('sha', 'shaa'), ('sha', 'shaa'), ('sha', 'shaa'), ('sha', 'shaa'), ('sha', 'shaa')]]
Manam karupis kantsu.	[['mana[ADV]+mi[Asrt]'], ['karu[N]+pis[Coord]'], ['ka[AUX]+n[3]+tsu[Neg]']]	[[('Mana', 'mana'), ('m', 'mi')], [('karu', 'karu'), ('pis', 'pis')], [('ka', 'ka'), ('n', 'n'), ('tsu', 'tsu')]]
Pacha nanayllawan wanurillaanaq.	[['pacha[N]'], ['nana[VTr]+y[Inf]+lla[Lim]+wan[Com]'], ['wanu[VInt]+rI[Pct]+llaa[Lim]+naq[Rpst]']]	[[('Pacha', 'pacha')], [('nana', 'nana'), ('y', 'y'), ('lla', 'lla'), ('wan', 'wan')], [('wanu', 'wanu'), ('ri', 'rI'), ('llaa', 'llaa'), ('naq', 'naq')]]
Pachaa waqaptin, inmedyatamente aywayarqaa merkaduman.	[['pacha[N]+ː[Poss.1Sg]'], ['waqa[VTr]+pti[Cnv](N)+n[Poss.3]'], ['inmedyatamente[ADV]'], ['aywa[VTr]+yaA[Pl]+rqa[Pst]+ː[1]'], ['merkadu[N]+man[Dat]']]	[[('Pacha', 'pacha'), ('a', 'ː')], [('waqa', 'waqa'), ('pti', 'pti'), ('n', 'n')], [('inmedyatamente', 'inmedyatamente')], [('aywa', 'aywa'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')], [('merkadu', 'merkadu'), ('man', 'man')]]
Tsaychawmi mikuyarqaa.	[['tsay[PRON]+chaw[Loc]+mi[Asrt]'], ['miku[VTr]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('Tsay', 'tsay'), ('chaw', 'chaw'), ('mi', 'mi')], [('miku', 'miku'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]
Tsayllanam las tres karirqan.	[['tsay[PRON]+lla[Lim]+na[Acp]+mi[Asrt]'], ['las[DET]'], ['tres[NUM.Card]'], ['ka[AUX]+rI[Pct]+rqa[Pst]+n[3]']]	[[('Tsay', 'tsay'), ('lla', 'lla'), ('na', 'na'), ('m', 'mi')], [('las', 'las')], [('tres', 'tres')], [('ka', 'ka'), ('ri', 'rI'), ('rqa', 'rqa'), ('n', 'n')]]
Tsaychaw hamakuriykur, aywayarqaa parokyaman.	[['tsay[PRON]+chaw[Loc]'], ['hama[VInt]+kU[Refl/Mid]+rI[Pct]+yku[Intens]+r[Cnv](N)'], ['aywa[VTr]+yaA[Pl]+rqa[Pst]+ː[1]'], ['parokya[N]+man[Dat]']]	[[('Tsay', 'tsay'), ('chaw', 'chaw')], [('hama', 'hama'), ('ku', 'kU'), ('ri', 'rI'), ('yku', 'yku'), ('r', 'r')], [('aywa', 'aywa'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')], [('parokya', 'parokya'), ('man', 'man')]]
I porfin chaariyarqaa.	[['i[CCONJ]'], ['porfin[ADV]'], ['chaa[VTr]+rI[Pct]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('I', 'i')], [('porfin', 'porfin')], [('chaa', 'chaa'), ('ri', 'rI'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]
Pasakurnam taririyaa mas nunakunata.	[['pasa[VInt]+kU[Refl/Mid]+r[Cnv](N)+na[Acp]+mi[Asrt]'], ['tari[VTr]+rI[Pct]+yaA[Pl]+ː[1]'], ['mas[ADV]'], ['nuna[N]+kuna[Pl]+ta[Obj]']]	[[('Pasa', 'pasa'), ('ku', 'kU'), ('r', 'r'), ('na', 'na'), ('m', 'mi')], [('tari', 'tari'), ('ri', 'rI'), ('ya', 'yaA'), ('a', 'ː')], [('mas', 'mas')], [('nuna', 'nuna'), ('kuna', 'kuna'), ('ta', 'ta')]]
Tsaypitanam pasakuyarqaa mas karutana.	[['tsay[PRON]+pita[Abl]+na[Acp]+mi[Asrt]'], ['pasa[VInt]+kU[Refl/Mid]+yaA[Pl]+rqa[Pst]+ː[1]'], ['mas[ADV]'], ['karu[N]+ta[Obj]+na[Acp]']]	[[('Tsay', 'tsay'), ('pita', 'pita'), ('na', 'na'), ('m', 'mi')], [('pasa', 'pasa'), ('ku', 'kU'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')], [('mas', 'mas')], [('karu', 'karu'), ('ta', 'ta'), ('na', 'na')]]
Tsaychawpis nunakunaqa aaniyaamarqanmi Wanukuta shayaamunanpaq.	[['tsay[PRON]+chaw[Loc]+pis(Pron.Indef)'], ['nuna[N]+kuna[Pl]+qa[Top]'], ['aani[VInt]+yaA[Pl]+maA[1.Obj]+rqa[Pst]+n[3]+mi[Asrt]'], ['wanuku[PROPN]+ta[Obj]'], ['shaa[VInt]+yaA[Pl]+mu[Cis]+na[Pot](N)+n[Poss.3]+paq[Ben]']]	[[('Tsay', 'tsay'), ('chaw', 'chaw')], [('nuna', 'nuna'), ('kuna', 'kuna'), ('qa', 'qa')], [('aani', 'aani'), ('yaa', 'yaA'), ('ma', 'maA'), ('rqa', 'rqa'), ('n', 'n'), ('mi', 'mi')], [('Wanuku', 'wanuku'), ('ta', 'ta')], [('sha', 'shaa'), ('sha', 'shaa'), ('sha', 'shaa'), ('sha', 'shaa'), ('sha', 'shaa'), ('sha', 'shaa')]]
Qillayllapaq imatapis rurayan.	[['qillay[N]+lla[Lim]+paq[Ben]'], ['ima[PRON]+ta[Obj]+pis(Pron.Indef)'], ['rura[VTr]+yaA[Pl]+n[3]']]	[[('Qillay', 'qillay'), ('lla', 'lla'), ('paq', 'paq')], [('ima', 'ima'), ('ta', 'ta')], [('rura', 'rura'), ('ya', 'yaA'), ('n', 'n')]]
Tsaychawmi punuyarqaa.	[['tsay[PRON]+chaw[Loc]+mi[Asrt]'], ['punu[VInt]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('Tsay', 'tsay'), ('chaw', 'chaw'), ('mi', 'mi')], [('punu', 'punu'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]
Kushishqam chaskiyaamarqan.	[['kushi[VInt]+shqa[Prf](N)+mi[Asrt]'], ['chaski[VTr]+yaA[Pl]+maA[1.Obj]+rqa[Pst]+n[3]']]	[[('Kushi', 'kushi'), ('shqa', 'shqa'), ('m', 'mi')], [('chaski', 'chaski'), ('yaa', 'yaA'), ('ma', 'maA'), ('rqa', 'rqa'), ('n', 'n')]]
Tsaychawqa taririyarqaa.	[['tsay[PRON]+chaw[Loc]+qa[Top]'], ['tari[VTr]+rI[Pct]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('Tsay', 'tsay'), ('chaw', 'chaw'), ('qa', 'qa')], [('tari', 'tari'), ('ri', 'rI'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]
I porfin tariyarqaa.	[['i[CCONJ]'], ['porfin[ADV]'], ['tari[VTr]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('I', 'i')], [('porfin', 'porfin')], [('tari', 'tari'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]
Naani pasanallachawmi eskwela.	[['naani[N]'], ['pasa[VInt]+na[Pot](N)+lla[Lim]+chaw[Loc]+mi[Asrt]'], ['eskwela[N]']]	[[('Naani', 'naani')], [('pasa', 'pasa'), ('na', 'na'), ('lla', 'lla'), ('chaw', 'chaw'), ('mi', 'mi')], [('eskwela', 'eskwela')]]
Tsaychawnam alalaptin quñukushpa, hamakuyarqaa.	[['tsay[PRON]+chaw[Loc]+na[Acp]+mi[Asrt]'], ['alala[VInt]+pti[Cnv](N)+n[Poss.3]'], ['quñu[V]+kU[Refl/Mid]+shpa[Grd]'], ['hama[VInt]+kU[Refl/Mid]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('Tsay', 'tsay'), ('chaw', 'chaw'), ('na', 'na'), ('m', 'mi')], [('alala', 'alala'), ('pti', 'pti'), ('n', 'n')], [('quñu', 'quñu'), ('ku', 'kU'), ('shpa', 'shpa')], [('hama', 'hama'), ('ku', 'kU'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]
I tsayllana ampiirin.	[['i[CCONJ]'], ['tsay[PRON]+lla[Lim]+na[Acp]'], ['ampiiri[VInt]+n[3]']]	[[('I', 'i')], [('tsay', 'tsay'), ('lla', 'lla'), ('na', 'na')], [('ampiiri', 'ampiiri'), ('n', 'n')]]
Tamyaqa pasaykun kasi las onsina.	[['tamya[N]+qa[Top]'], ['pasa[VInt]+yku[Intens]+n[3]'], ['kasi[ADV]'], ['las[DET]'], ['onsi[NUM.Card]+na[Acp]']]	[[('Tamya', 'tamya'), ('qa', 'qa')], [('pasa', 'pasa'), ('yku', 'yku'), ('n', 'n')], [('kasi', 'kasi')], [('las', 'las')], [('onsi', 'onsi'), ('na', 'na')]]
Tardinam kutiyarqaa Wanukuman.	[['tardi[N]+na[Acp]+mi[Asrt]'], ['kuti[VInt]+yaA[Pl]+rqa[Pst]+ː[1]'], ['wanuku[PROPN]+man[Dat]']]	[[('Tardi', 'tardi'), ('na', 'na'), ('m', 'mi')], [('kuti', 'kuti'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')], [('Wanuku', 'wanuku'), ('man', 'man')]]
I domingunam hamayarqaa.	[['i[CCONJ]'], ['domingu[N]+na[Acp]+mi[Asrt]'], ['hama[VInt]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('I', 'i')], [('domingu', 'domingu'), ('na', 'na'), ('m', 'mi')], [('hama', 'hama'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]
Unay taakuyarqaa imallatapis parlakurnin.	[['unay[N]'], ['taa[VInt]+kU[Refl/Mid]+yaA[Pl]+rqa[Pst]+ː[1]'], ['ima[PRON]+lla[Lim]+ta[Obj]+pis(Pron.Indef)'], ['parla[VInt]+kU[Refl/Mid]+r[Cnv](N)+n[Poss.3]']]	[[('Unay', 'unay')], [('taa', 'taa'), ('ku', 'kU'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')], [('ima', 'ima'), ('lla', 'lla'), ('ta', 'ta')], [('parla', 'parla'), ('ku', 'kU'), ('r', 'r'), ('ni', 0), ('n', 'n')]]
Nuqakuna mas purir limpunam utikuykuyarqaa.	[['nuqakuna[PRON.Prs]'], ['mas[ADV]'], ['puri[VInt]+r[Cnv](N)'], ['limpu[ADV]+na[Acp]+mi[Asrt]'], ['uti[VInt]+kU[Refl/Mid]+yku[Intens]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('Nuqakuna', 'nuqakuna')], [('mas', 'mas')], [('puri', 'puri'), ('r', 'r')], [('limpu', 'limpu'), ('na', 'na'), ('m', 'mi')], [('uti', 'uti'), ('ku', 'kU'), ('yku', 'yku'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]
Manam pitapis riqiiraqtsu.”	[['mana[ADV]+mi[Asrt]'], ['pi[PRON]+ta[Obj]+pis(Pron.Indef)'], ['riqi[VTr]+ː[1]+raq[Inacp]+tsu[Neg]']]	[[('Mana', 'mana'), ('m', 'mi')], [('pi', 'pi'), ('ta', 'ta')], [('riqi', 'riqi'), ('i', 'ː'), ('raq', 'raq'), ('tsu', 'tsu')]]
Tsayllanam nuqakunapis leyiriyarqaa.	[['tsay[PRON]+lla[Lim]+na[Acp]+mi[Asrt]'], ['nuqakuna[PRON.Prs]+pis[Coord]'], ['leyi[VTr]+rI[Pct]+yaA[Pl]+rqa[Pst]+ː[1]']]	[[('Tsay', 'tsay'), ('lla', 'lla'), ('na', 'na'), ('m', 'mi')], [('nuqakuna', 'nuqakuna'), ('pis', 'pis')], [('leyi', 'leyi'), ('ri', 'rI'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')]]
Tsaynam alistakuyarqaa kutiyaamunaapaq.	[['tsay[PRON]+na[Acp]+mi[Asrt]'], ['alista[VTr]+kU[Refl/Mid]+yaA[Pl]+rqa[Pst]+ː[1]'], ['kuti[VInt]+yaA[Pl]+mu[Cis]+na[Pot](N)+ː[Poss.1Sg]+paq[Ben]']]	[[('Tsay', 'tsay'), ('na', 'na'), ('m', 'mi')], [('alista', 'alista'), ('ku', 'kU'), ('ya', 'yaA'), ('rqa', 'rqa'), ('a', 'ː')], [('kuti', 'kuti'), ('yaa', 'yaA'), ('mu', 'mu'), ('na', 'na'), ('a', 'ː'), ('paq', 'paq')]]
Tsayllatam mikuyan wata enteru.	[['tsay[PRON]+lla[Lim]+ta[Obj]+mi[Asrt]'], ['miku[VTr]+yaA[Pl]+n[3]'], ['wata[N]'], ['enteru[ADJ]']]	[[('Tsay', 'tsay'), ('lla', 'lla'), ('ta', 'ta'), ('m', 'mi')], [('miku', 'miku'), ('ya', 'yaA'), ('n', 'n')], [('wata', 'wata')], [('enteru', 'enteru')]]
I punuyaananpaq kayaapun qaratsankuna i hergankuna.	[['i[CCONJ]'], ['punu[VInt]+yaA[Pl]+na[Pot](N)+n[Poss.3]+paq[Ben]'], ['ka[AUX]+yaA[Pl]+pu[Apl]+n[3]'], ['qaratsa[N]+n[Poss.3]+kuna[Pl]'], ['i[CCONJ]'], ['herga[N]+n[Poss.3]+kuna[Pl]']]	[[('I', 'i')], [('punu', 'punu'), ('yaa', 'yaA'), ('na', 'na'), ('n', 'n'), ('paq', 'paq')], [('ka', 'ka'), ('yaa', 'yaA'), ('pu', 'pu'), ('n', 'n')], [('qaratsa', 'qaratsa'), ('n', 'n'), ('kuna', 'kuna')], [('i', 'i')], [('herga', 'herga'), ('n', 'n'), ('kuna', 'kuna')]]
I arukuyaananpaq kan mankankuna.	[['i[CCONJ]'], ['aru[VTr]+kU[Refl/Mid]+yaA[Pl]+na[Pot](N)+n[Poss.3]+paq[Ben]'], ['ka[AUX]+n[3]'], ['manka[N]+n[Poss.3]+kuna[Pl]']]	[[('I', 'i')], [('aru', 'aru'), ('ku', 'kU'), ('yaa', 'yaA'), ('na', 'na'), ('n', 'n'), ('paq', 'paq')], [('ka', 'ka'), ('n', 'n')], [('manka', 'manka'), ('n', 'n'), ('kuna', 'kuna')]]
I tullpankuna kima rumi churashqa patsallachaw.	[['i[CCONJ]'], ['tullpa[N]+n[Poss.3]+kuna[Pl]'], ['kima[NUM.Card]'], ['rumi[N]'], ['chura[VTr]+shqa[Prf](N)'], ['patsa[N]+lla[Lim]+chaw[Loc]']]	[[('I', 'i')], [('tullpa', 'tullpa'), ('n', 'n'), ('kuna', 'kuna')], [('kima', 'kima')], [('rumi', 'rumi')], [('chura', 'chura'), ('shqa', 'shqa')], [('patsa', 'patsa'), ('lla', 'lla'), ('chaw', 'chaw')]]
Patsa waraariptin ni sikyera yakuwan shuupatsiyantsu, asta ni kikinkunapis.	[['patsa[N]'], ['waraa[VInt]+rI[Pct]+pti[Cnv](N)+n[Poss.3]'], ['ni[ADV]'], ['sikyera[ADV]'], ['yaku[N]+wan[Com]'], ['shuupa[VTr]+tsi[Caus]+yaA[Pl]+n[3]+tsu[Neg]'], ['asta[ADP]'], ['ni[ADV]'], ['kiki[PRON.Refl]+n[Poss.3]+kuna[Pl]+pis[Coord]']]	[[('Patsa', 'patsa')], [('waraa', 'waraa'), ('ri', 'rI'), ('pti', 'pti'), ('n', 'n')], [('ni', 'ni')], [('sikyera', 'sikyera')], [('yaku', 'yaku'), ('wan', 'wan')], [('shuupa', 'shuupa'), ('tsi', 'tsi'), ('ya', 'yaA'), ('n', 'n'), ('tsu', 'tsu')], [('asta', 'asta')], [('ni', 'ni')], [('kiki', 'kiki'), ('n', 'n'), ('kuna', 'kuna'), ('pis', 'pis')]]
Kayaapun haka, konehu, wallpa i kuchinkuna.	[['ka[AUX]+yaA[Pl]+pu[Apl]+n[3]'], ['haka[N]'], ['konehu[N]'], ['wallpa[N]'], ['i[CCONJ]'], ['kuchi[N]+n[Poss.3]+kuna[Pl]']]	[[('Ka', 'ka'), ('yaa', 'yaA'), ('pu', 'pu'), ('n', 'n')], [('haka', 'haka')], [('konehu', 'konehu')], [('wallpa', 'wallpa')], [('i', 'i')], [('kuchi', 'kuchi'), ('n', 'n'), ('kuna', 'kuna')]]
Tsaypitam chaaramun Dolorosa marsuchaw.	[['tsay[PRON]+pita[Abl]+mi[Asrt]'], ['chaa[VTr]+rI[Pct]+mu[Cis]+n[3]'], ['dolorosa[PROPN]'], ['marsu[N]+chaw[Loc]']]	[[('Tsay', 'tsay'), ('pita', 'pita'), ('m', 'mi')], [('chaa', 'chaa'), ('ra', 'rI'), ('mu', 'mu'), ('n', 'n')], [('Dolorosa', 'dolorosa')], [('marsu', 'marsu'), ('chaw', 'chaw')]]
Tsaymi watachaw fyestakuna.	[['tsay[PRON]+mi[Asrt]'], ['wata[N]+chaw[Loc]'], ['fyesta[N]+kuna[Pl]']]	[[('Tsay', 'tsay'), ('mi', 'mi')], [('wata', 'wata'), ('chaw', 'chaw')], [('fyesta', 'fyesta'), ('kuna', 'kuna')]]
Tsaymi kaptinqa manam ampishqantapis maakuyantsu.	[['tsay[PRON]+mi[Asrt]'], ['ka[AUX]+pti[Cnv](N)+n[Poss.3]+qa[Top]'], ['mana[ADV]+mi[Asrt]'], ['ampi[VInt]+shqa[Prf](N)+n[Poss.3]+ta[Obj]+pis[Coord]'], ['maaku[VTr]+yaA[Pl]+n[3]+tsu[Neg]']]	[[('Tsay', 'tsay'), ('mi', 'mi')], [('ka', 'ka'), ('pti', 'pti'), ('n', 'n'), ('qa', 'qa')], [('mana', 'mana'), ('m', 'mi')], [('ampi', 'ampi'), ('shqa', 'shqa'), ('n', 'n'), ('ta', 'ta'), ('pis', 'pis')], [('maaku', 'maaku'), ('ya', 'yaA'), ('n', 'n'), ('tsu', 'tsu')]]
Tsaypitanam chaarayaamun atska qillayyuq.	[['tsay[PRON]+pita[Abl]+na[Acp]+mi[Asrt]'], ['chaa[VTr]+rI[Pct]+yaA[Pl]+mu[Cis]+n[3]'], ['atska[ADV]'], ['qillay[N]+yuq[Orn]']]	[[('Tsay', 'tsay'), ('pita', 'pita'), ('na', 'na'), ('m', 'mi')], [('chaa', 'chaa'), ('ra', 'rI'), ('yaa', 'yaA'), ('mu', 'mu'), ('n', 'n')], [('atska', 'atska')], [('qillay', 'qillay'), ('yuq', 'yuq')]]
Wakinkunaqa qallaykuyan machakur.	[['wakin[PRON]+kuna[Pl]+qa[Top]'], ['qalla[VTr]+yku[Intens]+yaA[Pl]+n[3]'], ['macha[VInt]+kU[Refl/Mid]+r[Cnv](N)']]	[[('Wakin', 'wakin'), ('kuna', 'kuna'), ('qa', 'qa')], [('qalla', 'qalla'), ('yku', 'yku'), ('ya', 'yaA'), ('n', 'n')], [('macha', 'macha'), ('ku', 'kU'), ('r', 'r')]]
